"empnum2","team2","date","score1","score2","flag1","flag2"
10081,"Team L",2021-08-03,116.223987750714,4,1,"No"
10081,"Team L",2021-08-10,116.183191898039,3,0,"No"
10081,"Team L",2021-08-17,113.843932555953,3,1,"Yes"
10081,"Team L",2021-08-24,113.440279845935,6,0,"Yes"
10081,"Team L",2021-08-31,114.413275407559,8,0,"No"
10081,"Team L",2021-09-07,114.841209617135,6,0,"Yes"
10081,"Team L",2021-09-14,116.063551228231,6,0,"Yes"
10081,"Team L",2021-09-21,114.888281483725,5,0,"Yes"
10081,"Team L",2021-09-28,113.854762874652,2,0,"No"
10081,"Team L",2021-10-05,115.485486289211,4,0,"Yes"
10081,"Team L",2021-10-12,116.193076481177,2,0,"Yes"
10081,"Team L",2021-10-19,118.535517247013,4,0,"Yes"
10081,"Team L",2021-10-26,119.747955852212,5,0,"Yes"
10082,"Team V",2021-06-01,109.874809962534,3,0,"Yes"
10082,"Team V",2021-06-08,112.908472836325,2,0,"No"
10082,"Team V",2021-06-15,113.348791247154,4,0,"No"
10082,"Team V",2021-06-22,116.407094571695,6,0,"No"
10082,"Team V",2021-06-29,114.656518387083,4,0,"Yes"
10082,"Team V",2021-07-06,115.308612200086,8,0,"Yes"
10082,"Team V",2021-07-13,116.857436601499,5,0,"Yes"
10082,"Team V",2021-07-20,115.68136089606,3,0,"No"
10082,"Team V",2021-07-27,114.924468170736,6,0,"No"
10082,"Team V",2021-08-03,113.612209320779,6,0,"No"
10082,"Team V",2021-08-10,114.906927711575,10,0,"Yes"
10082,"Team V",2021-08-17,114.972979179882,7,0,"No"
10082,"Team V",2021-08-24,114.46078719452,9,0,"Yes"
10082,"Team V",2021-08-31,115.596818956629,5,0,"Yes"
10082,"Team V",2021-09-07,116.470153038362,4,0,"No"
10082,"Team V",2021-09-14,114.49302579238,5,0,"No"
10082,"Team V",2021-09-21,116.853385095443,4,0,"No"
10082,"Team V",2021-09-28,114.985157974686,0,0,"Yes"
10082,"Team V",2021-10-05,116.655633967911,3,0,"Yes"
10082,"Team V",2021-10-12,118.499591019695,12,0,"Yes"
10082,"Team V",2021-10-19,119.324706239668,4,0,"Yes"
10082,"Team V",2021-10-26,119.430168668981,6,0,"Yes"
10083,"Team R",2021-06-01,112.743978403056,8,1,"Yes"
10083,"Team R",2021-06-08,111.649305290122,6,0,"Yes"
10083,"Team R",2021-06-15,112.328193962338,5,0,"Yes"
10083,"Team R",2021-06-22,115.530389986355,7,0,"No"
10083,"Team R",2021-06-29,112.780194601048,4,1,"Yes"
10083,"Team R",2021-07-06,115.932120773626,2,0,"Yes"
10083,"Team R",2021-07-13,113.415201204997,4,0,"No"
10083,"Team R",2021-07-20,114.467689701253,7,0,"No"
10083,"Team R",2021-07-27,114.240093717733,5,0,"No"
10083,"Team R",2021-08-03,116.818981909318,6,1,"Yes"
10083,"Team R",2021-08-10,113.063787475186,9,0,"Yes"
10083,"Team R",2021-08-17,114.633724262183,4,0,"Yes"
10083,"Team R",2021-08-24,116.413463373019,4,0,"Yes"
10083,"Team R",2021-08-31,115.450685288459,6,0,"No"
10083,"Team R",2021-09-07,115.223295420253,1,0,"Yes"
10083,"Team R",2021-09-14,115.434190073758,4,0,"Yes"
10083,"Team R",2021-09-21,114.38774730253,3,0,"Yes"
10083,"Team R",2021-09-28,115.924003956546,5,0,"Yes"
10083,"Team R",2021-10-05,118.699029513605,1,0,"Yes"
10083,"Team R",2021-10-12,117.647611858728,7,0,"No"
10083,"Team R",2021-10-19,118.680350813951,4,0,"Yes"
10083,"Team R",2021-10-26,120.398193565389,5,0,"No"
10084,"Team U",2021-06-01,110.670735280499,5,0,"Yes"
10084,"Team U",2021-06-08,112.169054897068,7,0,"No"
10084,"Team U",2021-06-15,113.03147736856,8,0,"Yes"
10084,"Team U",2021-06-22,114.986273807785,8,0,"Yes"
10084,"Team U",2021-06-29,115.696972400253,4,0,"Yes"
10084,"Team U",2021-07-06,113.324903134145,3,1,"No"
10084,"Team U",2021-07-13,116.054998392163,7,0,"Yes"
10084,"Team U",2021-07-20,115.223062499373,5,0,"Yes"
10084,"Team U",2021-07-27,114.948884831261,5,0,"Yes"
10084,"Team U",2021-08-03,115.255993624132,4,0,"No"
10084,"Team U",2021-08-10,115.244005924909,7,0,"Yes"
10084,"Team U",2021-08-17,115.413296435405,11,0,"Yes"
10084,"Team U",2021-08-24,118.126440362768,2,0,"Yes"
10084,"Team U",2021-08-31,116.940592603877,4,0,"Yes"
10084,"Team U",2021-09-07,115.004054540209,9,0,"Yes"
10084,"Team U",2021-09-14,114.659057310051,8,0,"Yes"
10084,"Team U",2021-09-21,114.046846717659,3,0,"No"
10084,"Team U",2021-09-28,115.326842615274,4,0,"No"
10084,"Team U",2021-10-05,116.145204996027,4,0,"No"
10084,"Team U",2021-10-12,117.801742984262,5,0,"No"
10084,"Team U",2021-10-19,118.051664467722,9,0,"No"
10084,"Team U",2021-10-26,118.9322055981,4,0,"Yes"
10085,"Team G",2021-06-01,110.189433178035,8,0,"Yes"
10085,"Team G",2021-06-08,112.452590822625,5,0,"Yes"
10085,"Team G",2021-06-15,112.267455206283,6,0,"No"
10085,"Team G",2021-06-22,115.210904961899,5,0,"Yes"
10085,"Team G",2021-06-29,114.362721803136,6,0,"Yes"
10085,"Team G",2021-07-06,113.386373175732,4,0,"Yes"
10085,"Team G",2021-07-13,115.360271569022,5,0,"Yes"
10085,"Team G",2021-07-20,115.645975915252,2,0,"Yes"
10085,"Team G",2021-07-27,116.248738369317,3,0,"Yes"
10085,"Team G",2021-08-03,115.784288884655,4,0,"Yes"
10085,"Team G",2021-08-10,115.443784301013,4,0,"Yes"
10085,"Team G",2021-08-17,114.077724218883,1,0,"Yes"
10085,"Team G",2021-08-24,115.929808131399,3,0,"Yes"
10085,"Team G",2021-08-31,114.310630470627,4,0,"Yes"
10085,"Team G",2021-09-07,114.817785311119,5,0,"Yes"
10085,"Team G",2021-09-14,115.861217143585,7,0,"Yes"
10085,"Team G",2021-09-21,117.610892968927,3,0,"Yes"
10085,"Team G",2021-09-28,116.214902254228,3,0,"Yes"
10085,"Team G",2021-10-05,117.027122841054,2,0,"Yes"
10085,"Team G",2021-10-12,115.469284181881,4,0,"Yes"
10085,"Team G",2021-10-19,118.680708793989,2,0,"No"
10085,"Team G",2021-10-26,119.506137624546,4,0,"Yes"
10086,"Team X",2021-06-01,111.888388350324,3,0,"Yes"
10086,"Team X",2021-06-08,112.408217809519,5,0,"Yes"
10086,"Team X",2021-06-15,113.807972065362,2,0,"Yes"
10086,"Team X",2021-06-22,117.237344683842,5,0,"Yes"
10086,"Team X",2021-06-29,114.243659237716,5,0,"Yes"
10086,"Team X",2021-07-06,115.514375965003,8,0,"No"
10086,"Team X",2021-07-13,115.377151799087,5,0,"Yes"
10086,"Team X",2021-07-20,115.589718502994,4,0,"Yes"
10086,"Team X",2021-07-27,114.912283667726,9,0,"No"
10086,"Team X",2021-08-03,116.665890627893,6,0,"Yes"
10086,"Team X",2021-08-10,114.606616504832,5,0,"Yes"
10086,"Team X",2021-08-17,115.168541206783,2,0,"Yes"
10086,"Team X",2021-08-24,114.959435834175,1,0,"Yes"
10086,"Team X",2021-08-31,113.870766867799,8,1,"No"
10086,"Team X",2021-09-07,116.026427565792,5,0,"Yes"
10086,"Team X",2021-09-14,116.386475924258,6,0,"Yes"
10086,"Team X",2021-09-21,114.562949546664,6,0,"Yes"
10086,"Team X",2021-09-28,117.509340347013,5,0,"Yes"
10086,"Team X",2021-10-05,116.7354877733,4,0,"No"
10086,"Team X",2021-10-12,116.796049657577,5,0,"Yes"
10086,"Team X",2021-10-19,120.904485301326,4,0,"Yes"
10086,"Team X",2021-10-26,118.159295534553,4,0,"Yes"
10087,"Team H",2021-06-01,110.671025630746,10,0,"Yes"
10087,"Team H",2021-06-08,112.894460092304,8,0,"Yes"
10087,"Team H",2021-06-15,112.171871640535,3,0,"Yes"
10087,"Team H",2021-06-22,115.38397047365,5,0,"Yes"
10087,"Team H",2021-06-29,114.786992480673,6,0,"Yes"
10087,"Team H",2021-07-06,113.735747469066,7,0,"Yes"
10087,"Team H",2021-07-13,116.419906319554,8,0,"Yes"
10087,"Team H",2021-07-20,114.846651362415,3,0,"Yes"
10087,"Team H",2021-07-27,116.361257792893,8,0,"Yes"
10087,"Team H",2021-08-03,116.311777357359,2,0,"Yes"
10087,"Team H",2021-08-10,115.200868997585,6,0,"Yes"
10087,"Team H",2021-08-17,114.20660676182,2,0,"Yes"
10087,"Team H",2021-08-24,114.972089270236,3,0,"Yes"
10087,"Team H",2021-08-31,115.50494707533,5,0,"Yes"
10087,"Team H",2021-09-07,115.273096057199,7,0,"No"
10087,"Team H",2021-09-14,113.891596191973,10,0,"Yes"
10087,"Team H",2021-09-21,116.806526975781,3,1,"Yes"
10087,"Team H",2021-09-28,116.387276513141,4,0,"Yes"
10087,"Team H",2021-10-05,116.061869479528,2,0,"Yes"
10087,"Team H",2021-10-12,117.688639210811,8,0,"Yes"
10087,"Team H",2021-10-19,119.16011041127,2,0,"Yes"
10087,"Team H",2021-10-26,117.710148116701,5,0,"Yes"
10088,"Team H",2021-06-01,110.45320572405,9,0,"No"
10088,"Team H",2021-06-08,112.005920577573,5,0,"Yes"
10088,"Team H",2021-06-15,114.709708385044,4,0,"Yes"
10088,"Team H",2021-06-22,113.953382851821,5,0,"No"
10088,"Team H",2021-06-29,116.208361351172,4,0,"Yes"
10088,"Team H",2021-07-06,116.471939109539,5,0,"No"
10088,"Team H",2021-07-13,114.696661526653,6,0,"Yes"
10088,"Team H",2021-07-20,115.298453802723,5,0,"Yes"
10088,"Team H",2021-07-27,116.583069381506,4,0,"Yes"
10088,"Team H",2021-08-03,117.491887501386,2,0,"Yes"
10088,"Team H",2021-08-10,115.049026245546,2,0,"Yes"
10088,"Team H",2021-08-17,114.185407590785,2,0,"Yes"
10088,"Team H",2021-08-24,114.885664384544,4,0,"No"
10088,"Team H",2021-08-31,116.144592820451,6,0,"No"
10088,"Team H",2021-09-07,115.049626759721,3,0,"Yes"
10088,"Team H",2021-09-14,114.100363077302,2,0,"Yes"
10088,"Team H",2021-09-21,116.119349977067,5,0,"No"
10088,"Team H",2021-09-28,115.888646780175,4,0,"No"
10088,"Team H",2021-10-05,116.89750125318,7,0,"Yes"
10088,"Team H",2021-10-12,116.836824649681,8,0,"Yes"
10088,"Team H",2021-10-19,120.743111153707,4,0,"No"
10088,"Team H",2021-10-26,118.974909011591,4,0,"No"
10089,"Team U",2021-06-01,110.821194909037,5,0,"Yes"
10089,"Team U",2021-06-08,113.724118603205,4,0,"Yes"
10089,"Team U",2021-06-15,114.027437269133,7,0,"Yes"
10089,"Team U",2021-06-22,115.054649152515,6,0,"Yes"
10089,"Team U",2021-06-29,114.464860672148,4,0,"Yes"
10089,"Team U",2021-07-06,115.451486420807,7,0,"Yes"
10089,"Team U",2021-07-13,114.241639143816,8,0,"No"
10089,"Team U",2021-07-20,113.376124022656,3,0,"Yes"
10089,"Team U",2021-07-27,116.496259352515,5,0,"No"
10089,"Team U",2021-08-03,115.363632242261,3,0,"Yes"
10089,"Team U",2021-08-10,114.803674572749,6,1,"Yes"
10089,"Team U",2021-08-17,115.401625374403,7,0,"Yes"
10089,"Team U",2021-08-24,114.001347745594,8,0,"Yes"
10089,"Team U",2021-08-31,117.405170849536,6,0,"Yes"
10089,"Team U",2021-09-07,114.907769600767,6,0,"Yes"
10089,"Team U",2021-09-14,115.035562204161,2,0,"Yes"
10089,"Team U",2021-09-21,113.897950669085,4,0,"Yes"
10089,"Team U",2021-09-28,115.896243568697,4,0,"Yes"
10089,"Team U",2021-10-05,116.408323134349,4,0,"Yes"
10089,"Team U",2021-10-12,116.830019026227,4,0,"Yes"
10089,"Team U",2021-10-19,118.771391953719,3,0,"Yes"
10089,"Team U",2021-10-26,118.829235922267,2,0,"No"
10090,"Team K",2021-06-01,112.013826684658,4,0,"Yes"
10090,"Team K",2021-06-08,109.706851118845,3,1,"No"
10090,"Team K",2021-06-15,113.058095118798,2,0,"No"
10090,"Team K",2021-06-22,113.263343006525,5,0,"Yes"
10090,"Team K",2021-06-29,115.055063533955,8,0,"No"
10090,"Team K",2021-07-06,114.015852372919,9,0,"Yes"
10090,"Team K",2021-07-13,116.132574792121,2,0,"Yes"
10090,"Team K",2021-07-20,114.815572752258,4,0,"Yes"
10090,"Team K",2021-07-27,116.364697984045,8,0,"Yes"
10090,"Team K",2021-08-03,115.297740196338,5,0,"Yes"
10090,"Team K",2021-08-10,114.775914583711,2,0,"Yes"
10090,"Team K",2021-08-17,114.328989608594,3,0,"No"
10090,"Team K",2021-08-24,114.778756641593,5,0,"No"
10090,"Team K",2021-08-31,114.870089896126,1,0,"Yes"
10090,"Team K",2021-09-07,116.127452887013,3,0,"No"
10090,"Team K",2021-09-14,116.172549607118,4,0,"Yes"
10090,"Team K",2021-09-21,116.620393403418,1,0,"Yes"
10090,"Team K",2021-09-28,116.119973163672,3,0,"No"
10090,"Team K",2021-10-05,117.685529189033,4,0,"No"
10090,"Team K",2021-10-12,115.956106976761,6,0,"Yes"
10090,"Team K",2021-10-19,118.009417842112,7,0,"Yes"
10090,"Team K",2021-10-26,119.448931146155,6,0,"Yes"
10091,"Team U",2021-06-01,100.323738827113,6,0,"No"
10091,"Team U",2021-06-08,104.70246833943,5,0,"Yes"
10091,"Team U",2021-06-15,98.8052714804117,7,1,"No"
10091,"Team U",2021-06-22,102.727440521682,7,0,"Yes"
10091,"Team U",2021-06-29,105.098306541346,4,0,"Yes"
10091,"Team U",2021-07-06,107.124127726459,5,0,"No"
10091,"Team U",2021-07-13,106.284436175646,6,0,"Yes"
10091,"Team U",2021-07-20,107.80240140905,4,0,"Yes"
10091,"Team U",2021-07-27,104.868735774307,3,0,"Yes"
10091,"Team U",2021-08-03,106.963385056023,6,0,"Yes"
10091,"Team U",2021-08-10,103.985584835138,3,0,"No"
10091,"Team U",2021-08-17,103.533412297555,4,0,"Yes"
10091,"Team U",2021-08-24,104.451111074933,7,0,"Yes"
10091,"Team U",2021-08-31,104.304888459329,8,0,"Yes"
10091,"Team U",2021-09-07,106.08157769644,2,0,"Yes"
10091,"Team U",2021-09-14,105.299804507745,4,0,"Yes"
10091,"Team U",2021-09-21,101.705293078515,4,0,"Yes"
10091,"Team U",2021-09-28,107.617947328647,6,0,"Yes"
10091,"Team U",2021-10-05,106.036629155177,7,0,"Yes"
10091,"Team U",2021-10-12,107.782596453261,6,0,"Yes"
10091,"Team U",2021-10-19,109.136651644103,5,0,"Yes"
10091,"Team U",2021-10-26,109.251517109587,2,0,"No"
10092,"Team F",2021-06-01,112.378195752328,5,0,"Yes"
10092,"Team F",2021-06-08,112.547660952247,4,0,"Yes"
10092,"Team F",2021-06-15,113.485192267863,8,0,"Yes"
10092,"Team F",2021-06-22,114.00564235751,5,0,"Yes"
10092,"Team F",2021-06-29,115.534642080954,3,0,"Yes"
10092,"Team F",2021-07-06,116.2319107988,3,0,"Yes"
10092,"Team F",2021-07-13,115.849082788586,5,0,"Yes"
10092,"Team F",2021-07-20,116.059628763111,0,0,"Yes"
10092,"Team F",2021-07-27,115.707571095584,7,0,"No"
10092,"Team F",2021-08-03,115.783485274368,8,0,"Yes"
10092,"Team F",2021-08-10,113.807504858648,3,0,"No"
10092,"Team F",2021-08-17,115.338388830718,5,0,"Yes"
10092,"Team F",2021-08-24,114.253483702447,5,0,"Yes"
10092,"Team F",2021-08-31,116.313222634854,3,0,"No"
10092,"Team F",2021-09-07,114.920443216413,6,0,"Yes"
10092,"Team F",2021-09-14,114.570037515942,5,0,"Yes"
10092,"Team F",2021-09-21,114.658258891161,8,0,"Yes"
10092,"Team F",2021-09-28,118.052202088865,7,0,"Yes"
10092,"Team F",2021-10-05,116.053489544907,4,0,"Yes"
10092,"Team F",2021-10-12,118.06538671193,4,0,"No"
10092,"Team F",2021-10-19,119.019710857511,5,0,"Yes"
10092,"Team F",2021-10-26,122.200560131195,2,0,"Yes"
10093,"Team K",2021-06-01,110.266119094081,9,0,"Yes"
10093,"Team K",2021-06-08,111.491430495012,3,1,"Yes"
10093,"Team K",2021-06-15,113.703822865379,6,1,"No"
10093,"Team K",2021-06-22,113.521298262975,5,0,"No"
10093,"Team K",2021-06-29,116.687266511355,5,0,"Yes"
10093,"Team K",2021-07-06,115.374516359841,8,0,"Yes"
10093,"Team K",2021-07-13,114.750455199089,0,0,"Yes"
10093,"Team K",2021-07-20,114.46126235249,4,0,"Yes"
10093,"Team K",2021-07-27,117.612073805132,6,1,"No"
10093,"Team K",2021-08-03,115.072968692326,3,0,"Yes"
10093,"Team K",2021-08-10,115.682382667398,4,1,"Yes"
10093,"Team K",2021-08-17,115.327051758389,7,0,"Yes"
10093,"Team K",2021-08-24,114.094014512803,7,0,"No"
10093,"Team K",2021-08-31,116.15406236123,8,0,"Yes"
10093,"Team K",2021-09-07,116.597496786254,2,0,"Yes"
10093,"Team K",2021-09-14,117.148673815258,10,0,"Yes"
10093,"Team K",2021-09-21,116.077366544651,7,0,"Yes"
10093,"Team K",2021-09-28,116.640481183256,4,0,"Yes"
10093,"Team K",2021-10-05,116.473276058935,2,0,"Yes"
10093,"Team K",2021-10-12,116.196730798282,6,0,"Yes"
10093,"Team K",2021-10-19,118.133687641318,7,0,"No"
10093,"Team K",2021-10-26,121.062406088345,5,0,"No"
10094,"Team O",2021-06-01,111.45877109911,5,0,"No"
10094,"Team O",2021-06-08,111.944846639692,3,0,"No"
10094,"Team O",2021-06-15,114.055709994243,6,0,"No"
10094,"Team O",2021-06-22,114.751232904408,9,0,"Yes"
10094,"Team O",2021-06-29,115.856888882622,8,0,"Yes"
10094,"Team O",2021-07-06,117.038282622148,5,0,"Yes"
10094,"Team O",2021-07-13,116.221282686963,5,0,"Yes"
10094,"Team O",2021-07-20,116.20801979084,4,0,"No"
10094,"Team O",2021-07-27,115.796532166045,5,0,"Yes"
10094,"Team O",2021-08-03,114.685147404964,5,0,"Yes"
10094,"Team O",2021-08-10,116.267236647802,6,0,"Yes"
10094,"Team O",2021-08-17,116.359150785689,6,0,"No"
10094,"Team O",2021-08-24,115.030876906131,2,1,"Yes"
10094,"Team O",2021-08-31,115.105530402515,4,0,"Yes"
10094,"Team O",2021-09-07,114.564997519983,6,0,"Yes"
10094,"Team O",2021-09-14,116.351875768908,7,0,"No"
10094,"Team O",2021-09-21,115.364255738518,10,0,"Yes"
10094,"Team O",2021-09-28,113.79215811947,5,0,"No"
10094,"Team O",2021-10-05,115.769310426986,2,0,"No"
10094,"Team O",2021-10-12,117.773120697035,1,0,"No"
10094,"Team O",2021-10-19,119.175925739219,3,0,"No"
10094,"Team O",2021-10-26,120.340184180179,4,0,"No"
10095,"Team Q",2021-06-01,109.620508460156,7,0,"No"
10095,"Team Q",2021-06-08,111.258481817905,3,1,"Yes"
10095,"Team Q",2021-06-15,112.379660912962,3,0,"Yes"
10095,"Team Q",2021-06-22,115.752032097161,3,0,"Yes"
10095,"Team Q",2021-06-29,114.404816849056,1,1,"Yes"
10095,"Team Q",2021-07-06,113.966432355385,8,0,"Yes"
10095,"Team Q",2021-07-13,114.756701504936,12,0,"No"
10095,"Team Q",2021-07-20,115.028005621561,3,0,"No"
10095,"Team Q",2021-07-27,113.977382108127,5,0,"Yes"
10095,"Team Q",2021-08-03,114.486630164936,4,0,"No"
10095,"Team Q",2021-08-10,117.092507656396,7,0,"No"
10095,"Team Q",2021-08-17,116.023099257703,5,1,"Yes"
10095,"Team Q",2021-08-24,114.749623398856,6,0,"No"
10095,"Team Q",2021-08-31,115.039657898095,7,0,"Yes"
10095,"Team Q",2021-09-07,114.708209288205,6,0,"No"
10095,"Team Q",2021-09-14,116.437562603016,4,0,"Yes"
10095,"Team Q",2021-09-21,116.10612911916,4,0,"No"
10095,"Team Q",2021-09-28,116.877313119827,6,0,"Yes"
10095,"Team Q",2021-10-05,117.658642469023,5,0,"Yes"
10095,"Team Q",2021-10-12,115.77942332764,5,0,"Yes"
10095,"Team Q",2021-10-19,119.065571755427,5,0,"Yes"
10095,"Team Q",2021-10-26,119.250591910899,2,0,"Yes"
10096,"Team Z",2021-06-01,109.743848777214,3,0,"Yes"
10096,"Team Z",2021-06-08,112.373431617216,2,0,"Yes"
10096,"Team Z",2021-06-15,111.272700744528,4,1,"No"
10096,"Team Z",2021-06-22,115.690854972703,4,1,"Yes"
10096,"Team Z",2021-06-29,115.488250442343,5,0,"Yes"
10096,"Team Z",2021-07-06,116.302414488757,4,0,"No"
10096,"Team Z",2021-07-13,115.089649422393,4,0,"No"
10096,"Team Z",2021-07-20,115.707109236911,3,0,"No"
10096,"Team Z",2021-07-27,114.458951613729,11,0,"Yes"
10096,"Team Z",2021-08-03,116.428267228069,1,0,"Yes"
10096,"Team Z",2021-08-10,115.916630354466,4,0,"Yes"
10096,"Team Z",2021-08-17,115.328810851716,3,0,"Yes"
10096,"Team Z",2021-08-24,114.791163232746,5,0,"Yes"
10096,"Team Z",2021-08-31,113.537106762819,7,0,"No"
10096,"Team Z",2021-09-07,115.117228971519,6,0,"Yes"
10096,"Team Z",2021-09-14,116.223221583278,4,0,"Yes"
10096,"Team Z",2021-09-21,115.00209296773,6,0,"No"
10096,"Team Z",2021-09-28,115.530090427004,9,1,"Yes"
10096,"Team Z",2021-10-05,115.829257804173,5,0,"Yes"
10096,"Team Z",2021-10-12,117.908900108304,5,0,"Yes"
10096,"Team Z",2021-10-19,117.889172607911,5,0,"Yes"
10096,"Team Z",2021-10-26,120.876858923677,5,0,"No"
10097,"Team Z",2021-06-01,109.640833011681,6,0,"Yes"
10097,"Team Z",2021-06-08,112.743815270976,0,0,"No"
10097,"Team Z",2021-06-15,112.448525375095,8,0,"Yes"
10097,"Team Z",2021-06-22,114.641118187228,5,0,"Yes"
10097,"Team Z",2021-06-29,112.635816323886,9,0,"No"
10097,"Team Z",2021-07-06,115.757887991879,3,0,"Yes"
10097,"Team Z",2021-07-13,114.521869088713,7,0,"Yes"
10097,"Team Z",2021-07-20,116.269614737844,4,0,"No"
10097,"Team Z",2021-07-27,116.552015539775,8,0,"Yes"
10097,"Team Z",2021-08-03,114.571540928356,3,0,"Yes"
10097,"Team Z",2021-08-10,116.31411881537,7,0,"No"
10097,"Team Z",2021-08-17,115.11307205216,6,0,"Yes"
10097,"Team Z",2021-08-24,116.104153932853,8,0,"Yes"
10097,"Team Z",2021-08-31,115.340879282491,5,0,"Yes"
10097,"Team Z",2021-09-07,115.535084335625,5,0,"Yes"
10097,"Team Z",2021-09-14,116.323736433685,7,0,"Yes"
10097,"Team Z",2021-09-21,115.54991267408,5,0,"No"
10097,"Team Z",2021-09-28,115.996723588275,3,0,"No"
10097,"Team Z",2021-10-05,116.202511881439,6,0,"No"
10097,"Team Z",2021-10-12,118.4364612377,3,0,"Yes"
10097,"Team Z",2021-10-19,119.266487519795,4,0,"Yes"
10097,"Team Z",2021-10-26,121.70186787514,7,0,"Yes"
10098,"Team Y",2021-06-01,110.02755495519,4,0,"Yes"
10098,"Team Y",2021-06-08,113.224610020918,1,0,"Yes"
10098,"Team Y",2021-06-15,113.064399352677,6,0,"No"
10098,"Team Y",2021-06-22,114.655772527816,5,0,"Yes"
10098,"Team Y",2021-06-29,115.160681030176,3,0,"Yes"
10098,"Team Y",2021-07-06,117.194867953224,7,0,"Yes"
10098,"Team Y",2021-07-13,113.923846576139,4,0,"No"
10098,"Team Y",2021-07-20,115.626058219692,3,0,"Yes"
10098,"Team Y",2021-07-27,114.136408683472,8,0,"No"
10098,"Team Y",2021-08-03,115.832931729119,4,0,"No"
10098,"Team Y",2021-08-10,117.69168237628,8,1,"Yes"
10098,"Team Y",2021-08-17,114.852080068158,4,1,"Yes"
10098,"Team Y",2021-08-24,117.251869554294,7,0,"No"
10098,"Team Y",2021-08-31,115.373893966246,4,0,"Yes"
10098,"Team Y",2021-09-07,116.06409650111,4,0,"Yes"
10098,"Team Y",2021-09-14,113.988906098343,10,0,"No"
10098,"Team Y",2021-09-21,117.449035225543,5,0,"Yes"
10098,"Team Y",2021-09-28,115.756883123236,2,0,"Yes"
10098,"Team Y",2021-10-05,117.440351714652,5,0,"Yes"
10098,"Team Y",2021-10-12,117.735217382906,3,0,"Yes"
10098,"Team Y",2021-10-19,118.457057708392,8,0,"Yes"
10098,"Team Y",2021-10-26,119.854083699483,3,0,"Yes"
10099,"Team Z",2021-06-01,111.97884777822,8,0,"Yes"
10099,"Team Z",2021-06-08,113.118710477065,5,0,"Yes"
10099,"Team Z",2021-06-15,112.373867386826,6,0,"Yes"
10099,"Team Z",2021-06-22,113.277572577759,9,0,"Yes"
10099,"Team Z",2021-06-29,114.849006229046,6,0,"Yes"
10099,"Team Z",2021-07-06,115.889242845771,6,0,"Yes"
10099,"Team Z",2021-07-13,117.042677335363,7,0,"Yes"
10099,"Team Z",2021-07-20,113.633507587366,4,0,"Yes"
10099,"Team Z",2021-07-27,115.230705281964,6,0,"Yes"
10099,"Team Z",2021-08-03,116.687997321447,7,0,"Yes"
10099,"Team Z",2021-08-10,115.62481691068,3,0,"No"
10099,"Team Z",2021-08-17,115.542736356416,6,0,"Yes"
10099,"Team Z",2021-08-24,115.809868019318,5,0,"Yes"
10099,"Team Z",2021-08-31,115.855399930598,4,0,"No"
10099,"Team Z",2021-09-07,115.019418898856,3,0,"Yes"
10099,"Team Z",2021-09-14,116.053485114666,7,0,"Yes"
10099,"Team Z",2021-09-21,116.64023417896,6,0,"Yes"
10099,"Team Z",2021-09-28,117.192448480308,3,0,"Yes"
10099,"Team Z",2021-10-05,117.963831165564,7,0,"No"
10099,"Team Z",2021-10-12,117.949419717919,6,0,"No"
10099,"Team Z",2021-10-19,119.120688027305,5,0,"No"
10099,"Team Z",2021-10-26,121.104832688852,4,0,"Yes"
10100,"Team O",2021-06-01,111.567777089481,2,0,"Yes"
10100,"Team O",2021-06-08,112.111943789118,4,0,"No"
10100,"Team O",2021-06-15,112.739456075241,10,0,"Yes"
10100,"Team O",2021-06-22,115.90640249063,5,0,"Yes"
10100,"Team O",2021-06-29,113.588390453026,7,0,"No"
10100,"Team O",2021-07-06,116.085200825608,9,0,"Yes"
10100,"Team O",2021-07-13,116.202500857704,1,0,"No"
10100,"Team O",2021-07-20,115.689222523356,5,0,"Yes"
10100,"Team O",2021-07-27,114.962401293268,5,0,"Yes"
10100,"Team O",2021-08-03,115.215979355914,7,0,"No"
10100,"Team O",2021-08-10,115.81933952875,3,1,"Yes"
10100,"Team O",2021-08-17,114.198326980684,8,0,"Yes"
10100,"Team O",2021-08-24,116.319762105166,5,0,"No"
10100,"Team O",2021-08-31,115.246697128839,6,0,"Yes"
10100,"Team O",2021-09-07,116.942799975043,2,0,"Yes"
10100,"Team O",2021-09-14,115.49353748884,1,0,"No"
10100,"Team O",2021-09-21,115.783873974177,5,0,"Yes"
10100,"Team O",2021-09-28,117.145902203641,5,0,"No"
10100,"Team O",2021-10-05,117.72631960556,8,0,"Yes"
10100,"Team O",2021-10-12,119.103354240451,6,0,"No"
10100,"Team O",2021-10-19,118.689627592754,4,0,"Yes"
10100,"Team O",2021-10-26,119.765402793124,9,0,"No"
